seed,layer,head_a,head_b,cosine_similarity,spearman,top10_jaccard
313,1,3,4,0.4346544756513464,0.1244510541509929,0.25
313,1,3,5,0.24232363865821355,-0.2612369871402327,0.0
313,1,3,6,0.23346363195101574,0.10184585775522702,0.1111111111111111
313,1,3,7,0.3034782985412282,0.04277840958796256,0.1111111111111111
313,1,3,8,0.20413061797391188,0.14170238824249848,0.17647058823529413
313,1,4,5,0.6325104988316184,0.2260694602396991,0.17647058823529413
313,1,4,6,0.4617898760434081,0.26410637739480364,0.25
313,1,4,7,0.16262431168960295,0.023917417548770886,0.1111111111111111
313,1,4,8,0.244785472940847,0.13092467850581752,0.1111111111111111
313,1,5,6,0.3618679136182595,0.23807190971918465,0.17647058823529413
313,1,5,7,0.10871972291806035,-0.09953634852593822,0.05263157894736842
313,1,5,8,0.12491032077433,-0.1750852943749453,0.1111111111111111
313,1,6,7,0.1750246992494402,-0.0033067973055725657,0.05263157894736842
313,1,6,8,0.28706914787546123,0.21581663896422013,0.1111111111111111
313,1,7,8,0.8001533633771881,0.2208905607558394,0.25
313,2,1,2,0.8972584772978774,0.16367771848482196,0.1111111111111111
313,2,1,3,0.6820769725348554,-0.03228064036392267,0.05263157894736842
313,2,1,4,0.9188248460072824,0.31068148018546055,0.17647058823529413
313,2,1,5,0.6480255689535336,0.029761175750153093,0.25
313,2,1,6,0.6211370717808842,0.3428746391391829,0.17647058823529413
313,2,1,7,0.8929571428391352,0.41513428396465746,0.25
313,2,1,8,0.9504397584952968,0.3361210742717172,0.25
313,2,2,3,0.7247412961750714,0.03651474061761876,0.1111111111111111
313,2,2,4,0.9014427876925092,0.2320531886974018,0.25
313,2,2,5,0.5761882930776762,0.23478260869565218,0.17647058823529413
313,2,2,6,0.5053647900072855,0.03438019420873065,0.05263157894736842
313,2,2,7,0.8464305804617142,0.1696264543784446,0.1111111111111111
313,2,2,8,0.8844379439480808,0.19604584025894498,0.0
313,2,3,4,0.7072195041209339,0.3822062811652524,0.1111111111111111
313,2,3,5,0.6769119281035649,0.49498731519552097,0.17647058823529413
313,2,3,6,0.42991204732213545,0.004041641151255358,0.1111111111111111
313,2,3,7,0.5780511668729487,-0.03560493395153529,0.05263157894736842
313,2,3,8,0.6501875536869666,0.05250634240223952,0.05263157894736842
313,2,4,5,0.5826561512103214,0.23271804741492433,0.17647058823529413
313,2,4,6,0.5515559157252317,0.15846382643688217,0.17647058823529413
313,2,4,7,0.8307265960115013,0.09526725570816202,0.1111111111111111
313,2,4,8,0.9182399287032463,0.4666783308546934,0.1111111111111111
313,2,5,6,0.7981043712035523,0.12851019158428834,0.17647058823529413
313,2,5,7,0.5580009805915291,0.07920566879538096,0.1111111111111111
313,2,5,8,0.659796721001564,-0.08186510366547108,0.05263157894736842
313,2,6,7,0.6411734817590492,0.382906132446855,0.25
313,2,6,8,0.6698963928402423,0.05936488496194558,0.05263157894736842
313,2,7,8,0.8674325450942151,0.20909806666083453,0.25
313,3,1,2,0.91510859695322,0.37667745604059133,0.3333333333333333
313,3,1,3,0.9138957121456495,0.02598197882949873,0.25
313,3,1,4,0.8579087119706574,0.16101828361473186,0.1111111111111111
313,3,1,5,0.7983543887746808,-0.31649024582276264,0.0
313,3,1,6,0.877145951648319,0.14145744029393753,0.05263157894736842
