memory_execution_order,source_cpu_execution_order,condition_id,target_id,target_role,comparison_group,hardware_mode,thread_count,batch_size,memory_repetition,status,baseline_rss_bytes,loaded_rss_bytes,peak_rss_bytes,delta_model_rss_bytes,delta_peak_rss_bytes,ru_maxrss_bytes_descriptive,rss_sample_count,parent_observed_peak_rss_bytes,worker_ram_limit_bytes
1,24,CPUCOND_029,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,3,PASS,179703808,271978496,275427328,92274688,95723520,1210355712,4,275423232,28610476236
2,66,CPUCOND_073,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,2,PASS,366665728,373178368,491507712,6512640,124841984,1210355712,112,491507712,28610476236
3,52,CPUCOND_062,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,5,PASS,178507776,292528128,294330368,114020352,115822592,1210355712,4,298856448,28610476236
4,22,CPUCOND_077,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,5,PASS,366645248,373305344,410353664,6660096,43708416,1210355712,12,412938240,28610476236
5,80,CPUCOND_053,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,256,3,PASS,255516672,259801088,599134208,4284416,343617536,1210355712,175,599134208,28610476236
6,43,CPUCOND_054,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,1024,5,PASS,318627840,322908160,1303252992,4280320,984625152,1303023616,842,1303252992,28610476236
7,29,CPUCOND_051,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,1,5,PASS,234381312,238632960,249430016,4251648,15048704,1210355712,3,249618432,28610476236
8,16,CPUCOND_037,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,5,PASS,366764032,376496128,422113280,9732096,55349248,1210355712,44,422715392,28610476236
9,61,CPUCOND_078,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,1,PASS,366243840,372826112,496115712,6582272,129871872,1210355712,44,496115712,28610476236
10,24,CPUCOND_029,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,1,PASS,179216384,271441920,275030016,92225536,95813632,1210355712,3,278941696,28610476236
11,71,CPUCOND_040,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,4,PASS,374095872,381501440,2623369216,7405568,2249273344,2623356928,7598,2623369216,28610476236
12,35,CPUCOND_002,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,1,PASS,178872320,215138304,216256512,36265984,37384192,1210355712,3,222961664,28610476236
13,51,CPUCOND_072,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,4,PASS,366436352,373035008,408772608,6598656,42336256,1210355712,19,410042368,28610476236
14,10,CPUCOND_047,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,64,5,PASS,235839488,240185344,524046336,4345856,288206848,1210355712,136,523190272,28610476236
15,71,CPUCOND_040,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,2,PASS,373166080,380641280,2626486272,7475200,2253320192,2626228224,7393,2626486272,28610476236
16,55,CPUCOND_027,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,1,PASS,178987008,271577088,274370560,92590080,95383552,1210355712,3,274366464,28610476236
17,80,CPUCOND_053,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,256,1,PASS,255700992,260046848,607969280,4345856,352268288,1210355712,150,607969280,28610476236
18,55,CPUCOND_027,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,3,PASS,178667520,271462400,274231296,92794880,95563776,1210355712,4,274227200,28610476236
19,59,CPUCOND_057,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,64,1,PASS,240001024,244285440,331968512,4284416,91967488,1210355712,23,332034048,28610476236
20,23,CPUCOND_049,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1024,1,PASS,267673600,271949824,4705959936,4276224,4438286336,4708855808,2287,4709011456,28610476236
21,24,CPUCOND_029,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,4,PASS,179507200,271667200,275189760,92160000,95682560,1210355712,4,275189760,28610476236
22,67,CPUCOND_063,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,3,PASS,179007488,293089280,294887424,114081792,115879936,1210355712,6,298442752,28610476236
23,69,CPUCOND_004,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,4,PASS,180420608,216133632,217251840,35713024,36831232,1210355712,4,220532736,28610476236
24,69,CPUCOND_004,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,1,PASS,179183616,214884352,216006656,35700736,36823040,1210355712,4,219303936,28610476236
25,35,CPUCOND_002,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,3,PASS,178601984,215003136,216121344,36401152,37519360,1210355712,3,219623424,28610476236
26,37,CPUCOND_039,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,2,PASS,367304704,376459264,773677056,9154560,406372352,1210355712,909,773677056,28610476236
27,42,CPUCOND_059,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1024,5,PASS,318672896,322953216,1303883776,4280320,985210880,1303601152,388,1303883776,28610476236
28,16,CPUCOND_037,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,3,PASS,366874624,376549376,419549184,9674752,52674560,1210355712,44,419549184,28610476236
29,38,CPUCOND_007,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,5,PASS,178851840,215146496,216313856,36294656,37462016,1210355712,3,220643328,28610476236
30,1,CPUCOND_061,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,2,PASS,178745344,292876288,294678528,114130944,115933184,1210355712,3,298233856,28610476236
31,63,CPUCOND_025,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,1,PASS,185577472,279138304,286978048,93560832,101400576,1210355712,4,286973952,28610476236
32,59,CPUCOND_057,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,64,2,PASS,239902720,244187136,331804672,4284416,91901952,1210355712,23,331870208,28610476236
33,26,CPUCOND_076,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,4,PASS,366264320,372961280,381935616,6696960,15671296,1210355712,4,382820352,28610476236
34,48,CPUCOND_017,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,2,PASS,178499584,263880704,264474624,85381120,85975040,1210355712,3,269291520,28610476236
35,53,CPUCOND_048,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,256,5,PASS,242225152,246571008,1358147584,4345856,1115922432,1362616320,514,1362075648,28610476236
36,73,CPUCOND_071,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,3,PASS,366448640,373088256,381870080,6639616,15421440,1210355712,3,382709760,28610476236
37,34,CPUCOND_056,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1,3,PASS,233971712,238288896,249585664,4317184,15613952,1210355712,4,249647104,28610476236
38,11,CPUCOND_067,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,4,PASS,178778112,294825984,296677376,116047872,117899264,1210355712,4,300236800,28610476236
39,65,CPUCOND_060,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,8192,1,PASS,905584640,909930496,8664006656,4345856,7758422016,8663719936,3118,8664006656,28610476236
40,44,CPUCOND_032,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,2,PASS,366981120,376721408,417288192,9740288,50307072,1210355712,73,417288192,28610476236
41,30,CPUCOND_024,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,5,PASS,179576832,271757312,275136512,92180480,95559680,1210355712,3,275927040,28610476236
42,38,CPUCOND_007,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,3,PASS,178507776,214802432,215969792,36294656,37462016,1210355712,3,219926528,28610476236
43,66,CPUCOND_073,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,1,PASS,366960640,373477376,496467968,6516736,129507328,1210355712,80,496467968,28610476236
44,75,CPUCOND_006,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,3,PASS,178819072,215035904,216203264,36216832,37384192,1210355712,3,222494720,28610476236
45,23,CPUCOND_049,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1024,2,PASS,267390976,271736832,4706971648,4345856,4439580672,4708667392,2026,4706283520,28610476236
46,45,CPUCOND_014,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,1,PASS,179843072,264536064,265240576,84692992,85397504,1210355712,13,269709312,28610476236
47,32,CPUCOND_035,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,3,PASS,373956608,381358080,2621779968,7401472,2247823360,2621526016,12792,2621779968,28610476236
48,37,CPUCOND_039,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,1,PASS,368508928,377667584,756305920,9158656,387796992,1210355712,922,756305920,28610476236
49,24,CPUCOND_029,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,2,PASS,179908608,272093184,275673088,92184576,95764480,1210355712,3,275668992,28610476236
50,3,CPUCOND_019,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,2,PASS,179777536,264839168,265433088,85061632,85655552,1210355712,8,270249984,28610476236
51,8,CPUCOND_021,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,3,PASS,178446336,271233024,273625088,92786688,95178752,1210355712,3,273817600,28610476236
52,70,CPUCOND_043,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,256,5,PASS,242348032,246587392,1361158144,4239360,1118810112,1362628608,892,1362169856,28610476236
53,21,CPUCOND_075,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,4,PASS,373432320,377765888,2616782848,4333568,2243350528,2616590336,2583,2616782848,28610476236
54,5,CPUCOND_052,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,64,3,PASS,239624192,243974144,350752768,4349952,111128576,1210355712,34,350752768,28610476236
55,55,CPUCOND_027,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,5,PASS,178573312,271343616,274206720,92770304,95633408,1210355712,3,275030016,28610476236
56,20,CPUCOND_016,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,3,PASS,178348032,263671808,264376320,85323776,86028288,1210355712,3,269082624,28610476236
57,53,CPUCOND_048,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,256,4,PASS,242229248,246575104,1360871424,4345856,1118642176,1362669568,527,1360453632,28610476236
58,70,CPUCOND_043,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,256,4,PASS,242540544,246845440,1361317888,4304896,1118777344,1362825216,886,1362591744,28610476236
59,27,CPUCOND_012,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,1,PASS,179130368,264486912,265080832,85356544,85950464,1210355712,3,269897728,28610476236
60,42,CPUCOND_059,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1024,3,PASS,318476288,322756608,1302368256,4280320,983891968,1302003712,414,1302368256,28610476236
61,34,CPUCOND_056,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1,4,PASS,234258432,238575616,249872384,4317184,15613952,1210355712,4,250064896,28610476236
62,50,CPUCOND_023,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,1,PASS,178548736,271175680,273981440,92626944,95432704,1210355712,3,277745664,28610476236
63,12,CPUCOND_038,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,1,PASS,366989312,376631296,509800448,9641984,142811136,1210355712,192,509800448,28610476236
64,38,CPUCOND_007,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,1,PASS,178708480,215035904,216256512,36327424,37548032,1210355712,3,220864512,28610476236
65,48,CPUCOND_017,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,5,PASS,178696192,264331264,264925184,85635072,86228992,1210355712,3,269742080,28610476236
66,6,CPUCOND_042,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,64,2,PASS,236044288,240349184,524181504,4304896,288137216,1210355712,220,522801152,28610476236
67,64,CPUCOND_068,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,5,PASS,178761728,294703104,296615936,115941376,117854208,1210355712,5,299749376,28610476236
68,71,CPUCOND_040,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,1,PASS,373268480,380739584,2625335296,7471104,2252066816,2625249280,7229,2625335296,28610476236
69,13,CPUCOND_018,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,3,PASS,179036160,264404992,264998912,85368832,85962752,1210355712,4,269733888,28610476236
70,17,CPUCOND_050,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,8192,4,RESOURCE_LIMIT_OOM,,,,,,,,28619137024,28610476236
71,54,CPUCOND_013,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,5,PASS,178593792,263327744,264036352,84733952,85442560,1210355712,5,268582912,28610476236
72,49,CPUCOND_009,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,3,PASS,179724288,215564288,216752128,35840000,37027840,1210355712,4,222908416,28610476236
73,13,CPUCOND_018,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,4,PASS,178876416,264163328,264757248,85286912,85880832,1210355712,4,269574144,28610476236
74,61,CPUCOND_078,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,3,PASS,366505984,373075968,474038272,6569984,107532288,1210355712,69,474038272,28610476236
75,68,CPUCOND_015,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,1,PASS,185294848,273707008,274276352,88412160,88981504,1210355712,81,277897216,28610476236
76,10,CPUCOND_047,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,64,3,PASS,235978752,240324608,524435456,4345856,288456704,1210355712,189,523849728,28610476236
77,41,CPUCOND_036,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,2,PASS,367120384,376832000,385806336,9711616,18685952,1210355712,5,386637824,28610476236
78,24,CPUCOND_029,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,5,PASS,180375552,272539648,276090880,92164096,95715328,1210355712,3,276086784,28610476236
79,46,CPUCOND_026,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,5,PASS,178348032,271216640,273608704,92868608,95260672,1210355712,4,274522112,28610476236
80,45,CPUCOND_014,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,2,PASS,179933184,264790016,265383936,84856832,85450752,1210355712,13,270053376,28610476236
81,21,CPUCOND_075,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,5,PASS,373100544,377425920,2618806272,4325376,2245705728,2618617856,3120,2618806272,28610476236
82,4,CPUCOND_079,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,2,PASS,367280128,373428224,714276864,6148096,346996736,1210355712,188,714276864,28610476236
83,80,CPUCOND_053,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,256,4,PASS,255709184,260059136,599392256,4349952,343683072,1210355712,150,599392256,28610476236
84,67,CPUCOND_063,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,1,PASS,178163712,292208640,294060032,114044928,115896320,1210355712,6,297566208,28610476236
85,72,CPUCOND_034,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,5,PASS,367955968,377122816,736370688,9166848,368414720,1210355712,1593,736370688,28610476236
86,38,CPUCOND_007,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,4,PASS,178737152,214974464,216186880,36237312,37449728,1210355712,3,220000256,28610476236
87,76,CPUCOND_030,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,4,PASS,185913344,279052288,287207424,93138944,101294080,1210355712,4,287203328,28610476236
88,60,CPUCOND_065,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,4,PASS,185577472,300761088,302567424,115183616,116989952,1210355712,93,306114560,28610476236
89,31,CPUCOND_080,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,5,PASS,373055488,377389056,2616815616,4333568,2243760128,2616754176,1470,2616815616,28610476236
90,56,CPUCOND_031,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,4,PASS,366837760,376619008,385400832,9781248,18563072,1210355712,4,386207744,28610476236
91,34,CPUCOND_056,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1,2,PASS,234033152,238284800,250093568,4251648,16060416,1210355712,3,250155008,28610476236
92,12,CPUCOND_038,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,4,PASS,367149056,376811520,478474240,9662464,111325184,1210355712,191,478474240,28610476236
93,37,CPUCOND_039,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,3,PASS,367419392,376573952,736964608,9154560,369545216,1210355712,924,736964608,28610476236
94,34,CPUCOND_056,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1,5,PASS,233938944,238256128,250019840,4317184,16080896,1210355712,3,250212352,28610476236
95,40,CPUCOND_044,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,1024,2,PASS,267726848,271966208,4704292864,4239360,4436566016,4708941824,3607,4707147776,28610476236
96,44,CPUCOND_032,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,3,PASS,366952448,376635392,416739328,9682944,49786880,1210355712,79,416739328,28610476236
97,43,CPUCOND_054,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,1024,1,PASS,318128128,322473984,1302683648,4345856,984555520,1302556672,701,1302683648,28610476236
98,25,CPUCOND_070,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,2,PASS,185516032,302878720,304742400,117362688,119226368,1210355712,51,308830208,28610476236
99,2,CPUCOND_041,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,1,1,PASS,233955328,238301184,254423040,4345856,20467712,1210355712,5,254615552,28610476236
100,30,CPUCOND_024,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,3,PASS,179458048,271659008,274984960,92200960,95526912,1210355712,3,274980864,28610476236
101,56,CPUCOND_031,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,3,PASS,366346240,376119296,384905216,9773056,18558976,1210355712,4,385761280,28610476236
102,9,CPUCOND_020,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,1,PASS,185171968,273784832,274485248,88612864,89313280,1210355712,41,275406848,28610476236
103,22,CPUCOND_077,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,3,PASS,366673920,373338112,411561984,6664192,44888064,1210355712,12,412299264,28610476236
